# BUSCO version is: 5.4.7 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
879at3041	Complete	LHPG02000019.1	146637	140120	-	698.9	473	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	LHPG02000003.1	136864	144273	+	551.5	421	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Complete	LHPG02000014.1	1444275	1451503	+	678.2	508	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Complete	LHPG02000005.1	331138	323029	-	519.4	407	https://www.orthodb.org/v10?query=890at3041	RBR-type E3 ubiquitin transferase
891at3041	Complete	LHPG02000014.1	1924743	1930806	+	531.9	334	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	LHPG02000001.1	1708053	1719250	+	588.5	471	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	LHPG02000015.1	1839078	1834611	-	846.7	475	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	LHPG02000002.1	4029171	4022290	-	745.9	491	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	LHPG02000007.1	511850	508416	-	619.1	376	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	LHPG02000006.1	2206649	2202511	-	311.8	371	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	LHPG02000018.1	971586	965876	-	682.6	453	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	LHPG02000020.1	734151	695571	-	680.1	654	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	LHPG02000017.1	1422269	1430997	+	800.0	579	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	LHPG02000004.1	2367825	2360707	-	625.9	580	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	LHPG02000017.1	1470275	1476252	+	656.1	491	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	LHPG02000009.1	113924	108264	-	671.9	419	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	LHPG02000005.1	3261301	3265966	+	733.8	448	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	LHPG02000003.1	2264918	2269096	+	364.5	327	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	LHPG02000007.1	464026	471587	+	678.9	553	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	LHPG02000008.1	2180052	2184468	+	719.4	455	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	LHPG02000024.1	365626	355490	-	499.5	394	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Complete	LHPG02000008.1	353315	346683	-	638.7	343	https://www.orthodb.org/v10?query=992at3041	ATPase, AAA-type, conserved site
1005at3041	Complete	LHPG02000015.1	1036644	1026628	-	566.6	452	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Complete	LHPG02000003.1	882446	891186	+	750.3	533	https://www.orthodb.org/v10?query=1027at3041	Phosphatidylinositol 3-kinase
1029at3041	Complete	LHPG02000006.1	3033840	3026534	-	613.0	353	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	LHPG02000002.1	1285457	1273434	-	567.2	484	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	LHPG02000018.1	1169228	1166965	-	354.3	255	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Complete	LHPG02000004.1	1537229	1527850	-	608.2	421	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	LHPG02000005.1	570248	575434	+	647.9	417	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	LHPG02000006.1	48227	9550	-	578.6	407	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Complete	LHPG02000023.1	80756	73712	-	476.7	375	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	LHPG02000008.1	2305933	2317252	+	825.3	453	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	LHPG02000001.1	2072876	2069965	-	357.3	247	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Complete	LHPG02000007.1	1205809	1210048	+	546.6	372	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Complete	LHPG02000026.1	45287	42023	-	562.8	361	https://www.orthodb.org/v10?query=1090at3041	COP9 signalosome complex subunit 2
1093at3041	Complete	LHPG02000004.1	514421	519648	+	511.9	366	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	LHPG02000008.1	2479245	2488152	+	562.2	520	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Complete	LHPG02000006.1	2064049	2069738	+	749.3	392	https://www.orthodb.org/v10?query=1103at3041	ATPase, AAA-type, conserved site
1108at3041	Complete	LHPG02000002.1	962360	973771	+	596.9	326	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Complete	LHPG02000012.1	276563	264862	-	548.5	525	https://www.orthodb.org/v10?query=1116at3041	p-loop containing nucleoside triphosphate hydrolase
1128at3041	Complete	LHPG02000001.1	3797987	3792138	-	278.7	287	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	LHPG02000005.1	2764580	2755257	-	576.0	554	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Complete	LHPG02000004.1	92546	97074	+	694.1	551	https://www.orthodb.org/v10?query=1139at3041	RNA helicase
1142at3041	Complete	LHPG02000011.1	628073	641319	+	528.3	316	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Complete	LHPG02000007.1	830871	834711	+	656.3	419	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Complete	LHPG02000011.1	1854092	1849146	-	611.3	341	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Complete	LHPG02000006.1	626652	619677	-	687.8	448	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	LHPG02000002.1	834865	841561	+	424.7	330	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Complete	LHPG02000007.1	630757	626338	-	490.5	353	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	LHPG02000003.1	87496	92590	+	584.8	481	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	LHPG02000008.1	602931	610964	+	454.3	474	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	LHPG02000012.1	434834	422964	-	786.9	403	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	LHPG02000005.1	1884435	1877495	-	479.6	477	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	LHPG02000001.1	1227910	1221691	-	752.8	540	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Complete	LHPG02000004.1	1068895	1065523	-	593.1	352	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	LHPG02000004.1	1803573	1809019	+	540.8	459	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	LHPG02000003.1	664313	656510	-	533.6	414	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	LHPG02000003.1	1358099	1352208	-	877.3	733	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	LHPG02000001.1	2680132	2673345	-	733.2	637	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	LHPG02000022.1	457177	460147	+	547.1	343	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	LHPG02000023.1	666537	658794	-	854.0	614	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	LHPG02000003.1	1611100	1616210	+	672.3	416	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	LHPG02000010.1	1702357	1697515	-	455.5	321	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	LHPG02000014.1	1331324	1339839	+	864.9	566	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	LHPG02000001.1	2632019	2625576	-	729.3	637	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	LHPG02000018.1	7819	21171	+	843.6	790	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	LHPG02000008.1	2560636	2555056	-	425.6	343	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Complete	LHPG02000019.1	575311	590626	+	519.4	341	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	LHPG02000006.1	2931842	2922072	-	655.9	513	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	LHPG02000020.1	507923	496728	-	611.9	311	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	LHPG02000002.1	3018975	3010792	-	636.7	471	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	LHPG02000006.1	1351859	1357814	+	600.5	407	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	LHPG02000006.1	2194893	2201701	+	697.9	478	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
