# BUSCO version is: 5.4.7 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
534at3041	Complete	PCFQ01000078.1	908558	911054	+	436.9	268	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	PCFQ01000079.1	1982457	1977715	-	566.5	421	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	PCFQ01000018.1	523401	529737	+	904.8	535	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	PCFQ01000020.1	472193	480735	+	708.5	626	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	PCFQ01000058.1	1431947	1428334	-	756.0	419	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	PCFQ01000009.1	250955	257400	+	832.6	679	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	PCFQ01000008.1	477485	473012	-	413.8	288	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Complete	PCFQ01000058.1	375117	383480	+	759.7	519	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Complete	PCFQ01000078.1	620586	616731	-	412.0	301	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Complete	PCFQ01000011.1	210313	214088	+	749.0	548	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Complete	PCFQ01000018.1	1156770	1161828	+	439.4	444	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	PCFQ01000005.1	1556510	1560798	+	438.6	424	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	PCFQ01000058.1	2715710	2718910	+	661.6	451	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	PCFQ01000002.1	660759	660020	-	169.5	115	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Complete	PCFQ01000009.1	15539	8508	-	275.7	293	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	PCFQ01000005.1	1384797	1380086	-	539.8	554	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Missing
676at3041	Complete	PCFQ01000078.1	34671	148	-	961.5	728	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Complete	PCFQ01000079.1	125917	122875	-	518.3	373	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	PCFQ01000011.1	1822824	1829267	+	658.2	600	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	PCFQ01000082.1	983098	991116	+	806.3	877	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	PCFQ01000010.1	712465	708198	-	779.7	434	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	PCFQ01000002.1	341304	334627	-	616.9	561	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Fragmented	PCFQ01000011.1	617408	620948	+	539.5	373	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Fragmented	PCFQ01000078.1	609847	607978	-	450.9	257	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	PCFQ01000008.1	162739	167190	+	769.8	539	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	PCFQ01000011.1	1151274	1146157	-	374.4	273	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	PCFQ01000018.1	1264937	1244613	-	731.9	605	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	PCFQ01000082.1	752058	756963	+	611.4	450	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	PCFQ01000015.1	1259698	1251264	-	581.1	625	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	PCFQ01000018.1	770651	774387	+	448.1	300	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Fragmented	PCFQ01000020.1	651842	655323	+	341.4	214	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Missing
779at3041	Complete	PCFQ01000075.1	9384	5348	-	796.9	448	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Missing
782at3041	Complete	PCFQ01000011.1	18409	14811	-	611.9	424	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	PCFQ01000058.1	774436	771343	-	644.5	385	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Complete	PCFQ01000007.1	21863	14329	-	893.0	1195	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Complete	PCFQ01000078.1	1574665	1577423	+	472.9	523	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Complete	PCFQ01000080.1	192045	187740	-	586.4	418	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Missing
812at3041	Complete	PCFQ01000037.1	1707099	1712920	+	619.4	405	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	PCFQ01000037.1	21485	28794	+	747.3	582	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	PCFQ01000003.1	269619	266699	-	591.9	374	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	PCFQ01000053.1	89725	96569	+	502.6	409	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	PCFQ01000081.1	256506	259215	+	516.5	314	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	PCFQ01000009.1	8992	18593	+	741.1	398	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Missing
872at3041	Complete	PCFQ01000005.1	518389	522909	+	698.6	466	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	PCFQ01000079.1	3221088	3225161	+	559.9	376	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	PCFQ01000058.1	1708227	1704541	-	739.4	443	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	PCFQ01000078.1	65295	62839	-	418.5	398	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Missing
890at3041	Fragmented	PCFQ01000058.1	584761	581075	-	376.1	277	https://www.orthodb.org/v10?query=890at3041	RBR-type E3 ubiquitin transferase
891at3041	Complete	PCFQ01000010.1	426006	429459	+	484.9	310	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	PCFQ01000075.1	143876	140997	-	634.7	464	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	PCFQ01000079.1	3990000	3993134	+	827.3	485	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	PCFQ01000018.1	263009	257232	-	670.7	478	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	PCFQ01000037.1	1357878	1354311	-	644.0	373	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	PCFQ01000082.1	700883	696939	-	316.4	388	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	PCFQ01000002.1	157818	161434	+	725.1	429	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	PCFQ01000020.1	863636	857477	-	611.2	636	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	PCFQ01000003.1	319768	314625	-	676.7	545	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	PCFQ01000004.1	911553	917008	+	263.8	298	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	PCFQ01000024.1	69547	70902	+	220.2	381	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	PCFQ01000006.1	432033	436806	+	637.0	395	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	PCFQ01000058.1	2712955	2710303	-	728.9	475	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	PCFQ01000078.1	1290634	1287944	-	447.2	369	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	PCFQ01000009.1	629316	635092	+	637.7	573	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	PCFQ01000008.1	410913	408344	-	713.6	456	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	PCFQ01000082.1	1648432	1645925	-	252.9	222	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Missing
1005at3041	Complete	PCFQ01000082.1	492728	498960	+	435.1	440	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Complete	PCFQ01000078.1	531256	526066	-	654.0	528	https://www.orthodb.org/v10?query=1027at3041	Phosphatidylinositol 3-kinase
1029at3041	Complete	PCFQ01000082.1	332257	329101	-	590.5	330	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	PCFQ01000013.1	277797	283597	+	421.1	454	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	PCFQ01000079.1	2318971	2317040	-	530.7	325	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Complete	PCFQ01000004.1	558645	563425	+	602.8	426	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	PCFQ01000058.1	173130	177286	+	561.7	399	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	PCFQ01000046.1	352336	354676	+	694.0	385	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Complete	PCFQ01000002.1	1251441	1254806	+	419.1	376	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	PCFQ01000011.1	448138	452921	+	626.1	460	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	PCFQ01000079.1	1436532	1433452	-	314.6	226	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Complete	PCFQ01000009.1	230844	233059	+	565.4	397	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Fragmented	PCFQ01000006.1	559758	562202	+	177.2	173	https://www.orthodb.org/v10?query=1090at3041	COP9 signalosome complex subunit 2
1093at3041	Complete	PCFQ01000037.1	1270221	1266371	-	384.0	316	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	PCFQ01000011.1	505489	501254	-	542.9	532	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Missing
1108at3041	Complete	PCFQ01000013.1	604173	607581	+	595.7	324	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Missing
1128at3041	Complete	PCFQ01000079.1	132728	129318	-	472.9	364	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	PCFQ01000058.1	1941246	1946985	+	744.0	652	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Missing
1142at3041	Complete	PCFQ01000073.1	182240	177945	-	525.1	324	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Missing
1148at3041	Complete	PCFQ01000011.1	64440	61114	-	661.2	343	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Complete	PCFQ01000015.1	1583012	1587801	+	530.8	405	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	PCFQ01000013.1	913029	916445	+	508.8	308	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Complete	PCFQ01000009.1	62197	58936	-	676.1	373	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	PCFQ01000078.1	218408	222878	+	527.8	464	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	PCFQ01000077.1	532161	524224	-	395.0	431	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	PCFQ01000019.1	309567	305960	-	630.1	334	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	PCFQ01000058.1	1279113	1284280	+	395.2	397	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	PCFQ01000058.1	1043282	1049014	+	694.7	516	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Fragmented	PCFQ01000004.1	1708904	1711941	+	393.3	221	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	PCFQ01000004.1	1238586	1242914	+	250.2	265	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	PCFQ01000078.1	404925	407789	+	570.2	470	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	PCFQ01000078.1	858122	852888	-	766.9	629	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	PCFQ01000007.1	335994	329228	-	627.4	627	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	PCFQ01000018.1	1107395	1111067	+	496.8	327	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	PCFQ01000002.1	807944	802153	-	885.9	628	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	PCFQ01000078.1	1707945	1703466	-	524.6	369	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	PCFQ01000005.1	734236	727871	-	298.8	271	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	PCFQ01000010.1	776362	769786	-	584.0	475	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	PCFQ01000079.1	548014	541071	-	715.3	571	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	PCFQ01000002.1	624374	614209	-	906.8	770	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Missing
1278at3041	Complete	PCFQ01000058.1	2329616	2326664	-	458.2	294	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	PCFQ01000082.1	179758	184748	+	311.4	303	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	PCFQ01000079.1	2175997	2181184	+	409.1	259	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	PCFQ01000018.1	924983	929596	+	616.8	461	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	PCFQ01000015.1	204521	209078	+	554.3	402	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Duplicated	PCFQ01000017.1	9840	11597	+	480.4	465	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
1305at3041	Complete	PCFQ01000058.1	2917116	2912103	-	485.1	517	https://www.orthodb.org/v10?query=1305at3041	component of oligomeric golgi complex 6
1316at3041	Complete	PCFQ01000078.1	740341	738081	-	427.1	350	https://www.orthodb.org/v10?query=1316at3041	Component of oligomeric golgi complex 8
1320at3041	Complete	PCFQ01000079.1	2247604	2256931	+	419.4	299	https://www.orthodb.org/v10?query=1320at3041	Glutamate--cysteine ligase
1327at3041	Complete	PCFQ01000005.1	665382	672046	+	491.6	448	https://www.orthodb.org/v10?query=1327at3041	protein of endonuclease / exonuclease / phosphatase family
1341at3041	Complete	PCFQ01000005.1	279933	284182	+	348.8	341	https://www.orthodb.org/v10?query=1341at3041	Signal recognition particle receptor subunit alpha
1343at3041	Fragmented	PCFQ01000079.1	1687803	1684930	-	277.4	250	https://www.orthodb.org/v10?query=1343at3041	Protein kinase
1348at3041	Complete	PCFQ01000075.1	144928	147316	+	554.8	348	https://www.orthodb.org/v10?query=1348at3041	Argininosuccinate lyase
1350at3041	Complete	PCFQ01000011.1	1074235	1079206	+	693.4	610	https://www.orthodb.org/v10?query=1350at3041	Methylthioribose-1-phosphate isomerase
1364at3041	Complete	PCFQ01000079.1	3203841	3207044	+	421.2	328	https://www.orthodb.org/v10?query=1364at3041	Tyrosine--tRNA ligase
1366at3041	Complete	PCFQ01000058.1	2534851	2539924	+	241.7	309	https://www.orthodb.org/v10?query=1366at3041	Cell division cycle protein 45
1379at3041	Complete	PCFQ01000079.1	419052	422805	+	580.3	351	https://www.orthodb.org/v10?query=1379at3041	ATPase, AAA-type, conserved site
1385at3041	Complete	PCFQ01000079.1	3965914	3968799	+	503.7	422	https://www.orthodb.org/v10?query=1385at3041	Pre-mRNA-processing factor SLU7
