# BUSCO version is: 5.4.7 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
226at3041	Complete	QAXK01009093.1	4766	1793	-	500.7	426	https://www.orthodb.org/v10?query=226at3041	Glycine-tRNA ligase, alpha subunit
228at3041	Missing
230at3041	Fragmented	QAXK01006680.1	2511	180	-	379.8	206	https://www.orthodb.org/v10?query=230at3041	Leucyl-tRNA synthetase
231at3041	Duplicated	QAXK01004158.1	2133	7438	+	1173.9	604	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
231at3041	Duplicated	QAXK01008695.1	6576	11273	+	1131.0	604	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
231at3041	Duplicated	QAXK01009304.1	8316	12544	+	1093.8	623	https://www.orthodb.org/v10?query=231at3041	1-deoxy-D-xylulose 5-phosphate synthase
235at3041	Missing
239at3041	Complete	QAXK01002112.1	6014	14709	+	581.3	571	https://www.orthodb.org/v10?query=239at3041	WD40-repeat-containing domain
246at3041	Fragmented	QAXK01009190.1	2796	380	-	280.6	217	https://www.orthodb.org/v10?query=246at3041	UV-damaged DNA binding complex subunit 1 protein
251at3041	Complete	QAXK01001458.1	24314	19030	-	623.2	596	https://www.orthodb.org/v10?query=251at3041	Importin subunit beta-1
256at3041	Missing
263at3041	Complete	QAXK01006399.1	9428	14604	+	771.8	545	https://www.orthodb.org/v10?query=263at3041	Coatomer subunit beta
290at3041	Complete	QAXK01003876.1	5991	120	-	902.1	566	https://www.orthodb.org/v10?query=290at3041	RNA cytidine acetyltransferase
294at3041	Complete	QAXK01003163.1	8178	11099	+	661.6	431	https://www.orthodb.org/v10?query=294at3041	Transmembrane 9 superfamily member
295at3041	Complete	QAXK01010639.1	8900	15142	+	830.7	535	https://www.orthodb.org/v10?query=295at3041	Glutamyl-tRNA synthetase
307at3041	Complete	QAXK01001007.1	9576	3460	-	1029.9	720	https://www.orthodb.org/v10?query=307at3041	26S proteasome non-ATPase regulatory subunit 2 homolog
322at3041	Complete	QAXK01000429.1	50912	41458	-	854.9	608	https://www.orthodb.org/v10?query=322at3041	Ribosome biogenesis protein BMS1
324at3041	Duplicated	QAXK01001870.1	9695	16406	+	1121.4	623	https://www.orthodb.org/v10?query=324at3041	ATP-dependent helicase, C-terminal
324at3041	Duplicated	QAXK01004538.1	12063	18252	+	997.8	592	https://www.orthodb.org/v10?query=324at3041	ATP-dependent helicase, C-terminal
336at3041	Complete	QAXK01004906.1	9592	13569	+	1056.1	606	https://www.orthodb.org/v10?query=336at3041	Elongation factor G, chloroplastic
345at3041	Missing
346at3041	Missing
363at3041	Complete	QAXK01001881.1	90892	88031	-	703.0	671	https://www.orthodb.org/v10?query=363at3041	Leucyl-tRNA synthetase
366at3041	Complete	QAXK01000515.1	20837	25236	+	478.6	423	https://www.orthodb.org/v10?query=366at3041	predicted protein
381at3041	Complete	QAXK01001576.1	25385	29462	+	805.3	546	https://www.orthodb.org/v10?query=381at3041	NADH
388at3041	Complete	QAXK01018007.1	11683	5307	-	920.1	607	https://www.orthodb.org/v10?query=388at3041	dynamin-related GTPase
391at3041	Complete	QAXK01003220.1	8522	13953	+	759.2	526	https://www.orthodb.org/v10?query=391at3041	transcription-coupled DNA repair protein
406at3041	Complete	QAXK01000648.1	7716	3949	-	981.7	566	https://www.orthodb.org/v10?query=406at3041	Transketolase
412at3041	Complete	QAXK01001649.1	8862	4505	-	879.6	489	https://www.orthodb.org/v10?query=412at3041	Succinate dehydrogenase 
415at3041	Duplicated	QAXK01001829.1	9616	11852	+	582.4	432	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
415at3041	Duplicated	QAXK01016483.1	1637	5962	+	609.2	426	https://www.orthodb.org/v10?query=415at3041	flagellar outer dynein arm intermediate chain 2
416at3041	Complete	QAXK01004995.1	4321	153	-	642.2	347	https://www.orthodb.org/v10?query=416at3041	AMP deaminase
417at3041	Complete	QAXK01000084.1	15952	9180	-	419.1	498	https://www.orthodb.org/v10?query=417at3041	transportin
424at3041	Duplicated	QAXK01000336.1	22026	12233	-	778.8	661	https://www.orthodb.org/v10?query=424at3041	DNA polymerase
424at3041	Duplicated	QAXK01006940.1	335	7967	+	853.0	612	https://www.orthodb.org/v10?query=424at3041	DNA polymerase
425at3041	Complete	QAXK01002836.1	26336	33102	+	832.1	675	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Complete	QAXK01000596.1	17342	21595	+	913.2	555	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Complete	QAXK01014854.1	51	3845	+	611.8	380	https://www.orthodb.org/v10?query=433at3041	DNA ligase
439at3041	Complete	QAXK01001066.1	8917	1138	-	728.2	537	https://www.orthodb.org/v10?query=439at3041	SMCs flexible hinge
440at3041	Missing
443at3041	Missing
477at3041	Complete	QAXK01007447.1	7916	1145	-	700.4	423	https://www.orthodb.org/v10?query=477at3041	predicted protein
495at3041	Complete	QAXK01000427.1	69010	61523	-	728.5	536	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Fragmented	QAXK01006770.1	11578	14552	+	631.9	322	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Duplicated	QAXK01000621.1	5348	8350	+	764.1	457	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
510at3041	Duplicated	QAXK01008509.1	23056	18496	-	683.6	424	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Complete	QAXK01013989.1	346	4178	+	576.9	397	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Complete	QAXK01000006.1	11270	7049	-	581.8	490	https://www.orthodb.org/v10?query=524at3041	Sec1-like protein
534at3041	Complete	QAXK01001638.1	7681	11612	+	685.1	481	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	QAXK01000596.1	10252	6748	-	758.1	471	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	QAXK01004537.1	7009	1449	-	769.0	530	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	QAXK01002898.1	4695	10345	+	1056.5	751	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	QAXK01000112.1	21457	19158	-	834.8	425	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	QAXK01009439.1	10946	16439	+	562.4	457	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	QAXK01009964.1	53	2582	+	343.1	258	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Complete	QAXK01004645.1	1487	5075	+	488.8	301	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Duplicated	QAXK01002621.1	16676	13252	-	653.9	422	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
599at3041	Duplicated	QAXK01007233.1	6708	2861	-	645.2	414	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Complete	QAXK01000132.1	14211	8944	-	722.7	452	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Duplicated	QAXK01000629.1	4194	6710	+	583.0	404	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
619at3041	Duplicated	QAXK01013288.1	2420	0	-	503.2	354	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	QAXK01004495.1	1525	5952	+	480.9	436	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	QAXK01001240.1	4320	118	-	586.4	381	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	QAXK01001735.1	19259	17991	-	377.5	268	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Complete	QAXK01001305.1	3092	9737	+	795.5	527	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	QAXK01005942.1	10013	5629	-	412.4	337	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Missing
676at3041	Fragmented	QAXK01015995.1	335	3880	+	683.3	378	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Complete	QAXK01009311.1	428	2889	+	693.0	393	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	QAXK01002497.1	4221	184	-	534.9	371	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	QAXK01010718.1	75	1989	+	424.2	278	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	QAXK01000705.1	20067	23668	+	689.4	350	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	QAXK01014870.1	4125	17	-	585.1	541	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Complete	QAXK01004150.1	9770	14859	+	900.4	540	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Duplicated	QAXK01000851.1	5456	8092	+	723.6	396	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
733at3041	Duplicated	QAXK01009971.1	4930	8657	+	705.8	396	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	QAXK01006378.1	2719	127	-	583.8	344	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	QAXK01003094.1	1529	6518	+	659.5	444	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	QAXK01003511.1	8584	2188	-	801.9	600	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	QAXK01005898.1	15715	20620	+	611.8	411	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	QAXK01004671.1	3332	9990	+	579.6	562	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	QAXK01002478.1	7313	12188	+	703.3	443	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Complete	QAXK01000204.1	17480	21863	+	770.3	515	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Missing
779at3041	Complete	QAXK01004862.1	20323	24029	+	864.9	483	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Complete	QAXK01006945.1	6596	10279	+	818.5	468	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
782at3041	Complete	QAXK01003072.1	7601	12066	+	460.4	388	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Duplicated	QAXK01006252.1	2856	810	-	624.0	320	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
784at3041	Duplicated	QAXK01010400.1	12667	8626	-	690.9	357	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Missing
799at3041	Complete	QAXK01005023.1	11393	17094	+	428.4	516	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Complete	QAXK01000036.1	15496	18071	+	317.5	211	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Complete	QAXK01001576.1	5934	8651	+	602.5	389	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Complete	QAXK01003364.1	14418	18303	+	762.5	410	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	QAXK01000446.1	57156	52957	-	726.6	523	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	QAXK01003163.1	7337	4796	-	623.0	405	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Duplicated	QAXK01001459.1	4804	7495	+	480.6	271	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
820at3041	Duplicated	QAXK01001535.1	12052	7157	-	561.5	424	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Duplicated	QAXK01006379.1	5592	1536	-	623.4	335	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
830at3041	Duplicated	QAXK01013124.1	2825	6592	+	651.0	349	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	QAXK01008697.1	3621	1	-	484.7	261	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Complete	QAXK01003026.1	6033	13877	+	426.6	532	https://www.orthodb.org/v10?query=863at3041	chloroplast envelope anion channel-forming Tic110 family
872at3041	Complete	QAXK01013811.1	5298	9155	+	802.4	461	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	QAXK01001933.1	13708	11461	-	671.8	384	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	QAXK01000842.1	51041	53429	+	742.9	451	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	QAXK01000502.1	39339	43298	+	487.8	468	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Duplicated	QAXK01000688.1	4099	8755	+	732.6	527	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
885at3041	Duplicated	QAXK01013506.1	7263	1299	-	686.3	497	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Missing
891at3041	Complete	QAXK01004234.1	3012	6646	+	664.0	368	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	QAXK01005447.1	6594	9151	+	689.1	438	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	QAXK01000459.1	16579	20716	+	812.8	488	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	QAXK01001638.1	16082	13313	-	678.4	430	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	QAXK01004149.1	22375	24958	+	399.5	228	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Duplicated	QAXK01001805.1	13018	8393	-	331.9	343	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
918at3041	Duplicated	QAXK01006790.1	4440	10775	+	373.8	396	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Missing
926at3041	Complete	QAXK01006650.1	4897	1380	-	605.3	421	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	QAXK01000732.1	11950	7418	-	765.2	516	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	QAXK01004430.1	4845	10525	+	621.7	537	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	QAXK01000976.1	10766	5866	-	653.9	479	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Missing
957at3041	Complete	QAXK01003280.1	21069	16498	-	686.5	467	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	QAXK01003309.1	3370	103	-	285.0	258	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	QAXK01001944.1	5351	7976	+	497.5	361	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	QAXK01000105.1	5499	2693	-	617.8	443	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	QAXK01005538.1	9255	7797	-	433.3	337	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Missing
1005at3041	Complete	QAXK01001551.1	37852	43451	+	612.2	522	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Complete	QAXK01001947.1	6933	16171	+	652.4	395	https://www.orthodb.org/v10?query=1027at3041	Phosphatidylinositol 3-kinase
1029at3041	Complete	QAXK01000283.1	5726	3204	-	513.7	366	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	QAXK01007750.1	2281	4745	+	511.7	327	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Duplicated	QAXK01005458.1	3800	6936	+	496.1	315	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1047at3041	Duplicated	QAXK01009985.1	14459	12448	-	533.4	318	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Complete	QAXK01003905.1	19782	15375	-	727.3	433	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	QAXK01002658.1	19503	16448	-	667.9	421	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Complete	QAXK01001801.1	20671	18627	-	684.9	393	https://www.orthodb.org/v10?query=1071at3041	glutamate-1-semialdehyde 2,1-aminomutase
1072at3041	Missing
1080at3041	Complete	QAXK01005097.1	6985	2749	-	719.2	441	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Missing
1089at3041	Complete	QAXK01000159.1	14204	11398	-	605.3	371	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Complete	QAXK01003575.1	2283	197	-	321.8	212	https://www.orthodb.org/v10?query=1090at3041	COP9 signalosome complex subunit 2
1093at3041	Complete	QAXK01008991.1	236	2513	+	419.2	263	https://www.orthodb.org/v10?query=1093at3041	Cleft lip and palate transmembrane protein 1
1094at3041	Complete	QAXK01000249.1	22218	16975	-	537.7	565	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Complete	QAXK01008437.1	3645	238	-	696.5	371	https://www.orthodb.org/v10?query=1103at3041	ATPase, AAA-type, conserved site
1108at3041	Complete	QAXK01001715.1	46567	44103	-	626.9	328	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Missing
1128at3041	Complete	QAXK01006532.1	11118	4758	-	507.5	425	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	QAXK01002261.1	40148	34742	-	726.7	698	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Complete	QAXK01003882.1	7725	3343	-	719.2	477	https://www.orthodb.org/v10?query=1139at3041	RNA helicase
1142at3041	Complete	QAXK01000926.1	8546	11734	+	556.8	323	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Complete	QAXK01006084.1	8922	13556	+	617.7	387	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Complete	QAXK01001703.1	3693	800	-	635.8	344	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Complete	QAXK01003747.1	13973	10331	-	687.8	426	https://www.orthodb.org/v10?query=1149at3041	Prolyl-tRNA synthetase
1170at3041	Complete	QAXK01000149.1	3007	205	-	548.5	293	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Duplicated	QAXK01005276.1	12367	7537	-	632.4	386	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1176at3041	Duplicated	QAXK01008276.1	10918	6303	-	694.1	365	https://www.orthodb.org/v10?query=1176at3041	Nuclear/nucleolar GTPase 2
1183at3041	Complete	QAXK01000579.1	6879	2831	-	705.9	512	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	QAXK01000116.1	15959	12419	-	473.0	485	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	QAXK01005381.1	315	2273	+	810.2	418	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	QAXK01000799.1	92299	89512	-	346.4	275	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	QAXK01005279.1	10173	5871	-	740.6	469	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Duplicated	QAXK01000722.1	10198	8133	-	685.2	366	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1211at3041	Duplicated	QAXK01012739.1	18380	21016	+	723.2	355	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	QAXK01003852.1	5090	8561	+	566.5	457	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	QAXK01004723.1	8556	4882	-	600.3	423	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Missing
1240at3041	Complete	QAXK01004286.1	7784	2904	-	726.2	594	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	QAXK01005406.1	4717	2509	-	625.7	322	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	QAXK01000770.1	6581	10685	+	819.6	647	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	QAXK01001947.1	20720	25947	+	573.0	412	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	QAXK01007444.1	11468	13953	+	493.3	314	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	QAXK01002353.1	19232	23410	+	786.3	573	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	QAXK01003326.1	3639	1243	-	540.5	634	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Duplicated	QAXK01007350.1	21060	18453	-	559.5	274	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1267at3041	Duplicated	QAXK01010826.1	2848	909	-	592.1	264	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	QAXK01008095.1	6073	1465	-	515.0	336	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Complete	QAXK01003671.1	14459	17304	+	557.7	334	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	QAXK01005846.1	3896	588	-	604.8	440	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
