# BUSCO version is: 5.4.7 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
425at3041	Complete	GL433838.1	800603	809738	+	762.8	674	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Complete	GL433842.1	92901	17323	-	754.0	510	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Complete	GL433866.1	346613	341206	-	812.6	569	https://www.orthodb.org/v10?query=433at3041	DNA ligase
439at3041	Complete	GL433863.1	457559	449723	-	1087.9	935	https://www.orthodb.org/v10?query=439at3041	SMCs flexible hinge
440at3041	Complete	GL433864.1	97029	60192	-	498.7	476	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Complete	GL433852.1	1052677	1051654	-	276.9	154	https://www.orthodb.org/v10?query=443at3041	set domain protein
477at3041	Complete	GL433840.1	1594856	1601566	+	382.8	328	https://www.orthodb.org/v10?query=477at3041	predicted protein
495at3041	Complete	GL433837.1	849019	842752	-	847.5	656	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Complete	GL433869.1	257968	264405	+	937.8	537	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Complete	GL433839.1	2051198	2055526	+	741.5	425	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Complete	GL433860.1	193429	187063	-	655.6	615	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Complete	GL433842.1	1544590	1548182	+	682.2	506	https://www.orthodb.org/v10?query=524at3041	Sec1-like protein
534at3041	Complete	GL433848.1	311869	307755	-	547.0	339	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	GL433868.1	84138	79187	-	840.4	500	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	GL433835.1	2754565	2748191	-	772.3	546	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Complete	GL433842.1	348263	357088	+	895.9	733	https://www.orthodb.org/v10?query=570at3041	26S proteasome non-ATPase regulatory subunit 1 homolog
581at3041	Complete	GL433836.1	1608469	1605847	-	637.3	350	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Complete	GL433846.1	708389	715032	+	858.4	619	https://www.orthodb.org/v10?query=587at3041	cellular apoptosis susceptibility protein
593at3041	Complete	GL433845.1	29229	33422	+	560.8	387	https://www.orthodb.org/v10?query=593at3041	predicted protein
594at3041	Complete	GL433836.1	587381	593892	+	928.7	567	https://www.orthodb.org/v10?query=594at3041	Peptidase S8/S53 domain
599at3041	Complete	GL433848.1	527559	523782	-	512.9	329	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Fragmented	GL433851.1	385746	382747	-	336.1	238	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Complete	GL433860.1	445207	441921	-	524.5	421	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	GL433863.1	286417	290451	+	530.5	450	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Complete	GL433836.1	2435175	2428004	-	670.7	490	https://www.orthodb.org/v10?query=633at3041	AP-1 complex subunit gamma
635at3041	Complete	GL433859.1	263115	270580	+	734.7	630	https://www.orthodb.org/v10?query=635at3041	DNA-directed RNA polymerase
639at3041	Fragmented	GL433846.1	808268	807844	-	94.9	69	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	GL433860.1	131158	127471	-	775.0	641	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Complete	GL433835.1	1423488	1434680	+	698.9	582	https://www.orthodb.org/v10?query=652at3041	ATP-dependent RNA helicase DDX1
676at3041	Complete	GL433837.1	74195	65479	-	1023.8	785	https://www.orthodb.org/v10?query=676at3041	FACT complex subunit SPT16
681at3041	Complete	GL433863.1	191407	186719	-	588.4	401	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Complete	GL433837.1	2203649	2189678	-	623.5	597	https://www.orthodb.org/v10?query=697at3041	Beta-galactosidase
714at3041	Complete	GL433844.1	1531078	1540861	+	366.1	401	https://www.orthodb.org/v10?query=714at3041	predicted protein
721at3041	Complete	GL433849.1	617602	621292	+	790.6	405	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Complete	GL433859.1	354354	361477	+	680.5	599	https://www.orthodb.org/v10?query=727at3041	P-loop containing nucleoside triphosphate hydrolase protein
731at3041	Complete	GL433837.1	650469	655431	+	885.7	555	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Complete	GL433848.1	540917	544005	+	725.4	397	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	GL433838.1	2173048	2169735	-	788.9	541	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	GL433853.1	78233	72003	-	613.7	466	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	GL433857.1	304263	308638	+	724.3	622	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Complete	GL433844.1	758100	752173	-	556.7	457	https://www.orthodb.org/v10?query=766at3041	Kinesin-like protein
767at3041	Complete	GL433840.1	1671213	1652298	-	669.9	678	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Complete	GL433835.1	2242766	2245463	+	606.5	403	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Complete	GL433856.1	188267	193813	+	679.1	476	https://www.orthodb.org/v10?query=769at3041	long-chain acyl-CoA synthetase 7
776at3041	Complete	GL433847.1	450850	440898	-	991.8	991	https://www.orthodb.org/v10?query=776at3041	Structural maintenance of chromosomes protein
779at3041	Complete	GL433858.1	296234	285786	-	762.7	478	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Complete	GL433847.1	481729	476578	-	775.7	489	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
782at3041	Complete	GL433863.1	389485	386238	-	576.4	429	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	GL433836.1	852283	848635	-	543.3	333	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Complete	GL433843.1	1606722	1597463	-	684.5	895	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Complete	GL433852.1	942734	938301	-	548.7	544	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Fragmented	GL433842.1	698958	698244	-	195.1	109	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Complete	GL433840.1	419823	424281	+	594.9	400	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Complete	GL433845.1	1269639	1275826	+	739.5	463	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Complete	GL433839.1	778614	772194	-	731.5	560	https://www.orthodb.org/v10?query=815at3041	pantothenate kinase
818at3041	Complete	GL433867.1	209730	214294	+	467.3	325	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	GL433854.1	829540	824656	-	680.4	526	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	GL433846.1	1084728	1088237	+	478.6	292	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Complete	GL433846.1	810476	814107	+	509.5	307	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Complete	GL433857.1	83150	73243	-	591.2	730	https://www.orthodb.org/v10?query=863at3041	chloroplast envelope anion channel-forming Tic110 family
872at3041	Complete	GL433841.1	1105152	1109859	+	656.6	445	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	GL433842.1	688525	684315	-	609.4	424	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	GL433847.1	568888	565580	-	594.8	406	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	GL433848.1	1251916	1254585	+	571.7	390	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Complete	GL433849.1	646925	652212	+	683.5	506	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Complete	GL433836.1	39453	44341	+	401.7	427	https://www.orthodb.org/v10?query=890at3041	RBR-type E3 ubiquitin transferase
891at3041	Complete	GL433849.1	422995	417940	-	535.8	342	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	GL433835.1	1752303	1748996	-	691.0	404	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Complete	GL433858.1	204758	207987	+	763.2	438	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	GL433835.1	2919882	2925927	+	669.0	439	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	GL433846.1	237709	234908	-	654.2	366	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Complete	GL433844.1	784945	780737	-	401.7	406	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Complete	GL433866.1	373723	376818	+	790.8	405	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Complete	GL433855.1	465725	494215	+	628.8	659	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	GL433867.1	52323	45646	-	838.5	511	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Complete	GL433839.1	2009478	2003877	-	728.0	515	https://www.orthodb.org/v10?query=930at3041	predicted protein
943at3041	Complete	GL433867.1	11076	5151	-	557.5	437	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
948at3041	Complete	GL433837.1	483951	486944	+	667.6	411	https://www.orthodb.org/v10?query=948at3041	tRNA-splicing ligase RtcB homolog
957at3041	Complete	GL433836.1	2411408	2415129	+	702.9	450	https://www.orthodb.org/v10?query=957at3041	Imidazole glycerol phosphate synthase hisHF
963at3041	Complete	GL433852.1	838464	841365	+	478.4	377	https://www.orthodb.org/v10?query=963at3041	ATPase, V1 complex, subunit H, C-terminal
965at3041	Complete	GL433846.1	193297	198227	+	796.9	608	https://www.orthodb.org/v10?query=965at3041	Heat shock protein 70
969at3041	Complete	GL433838.1	1560133	1563707	+	729.3	462	https://www.orthodb.org/v10?query=969at3041	GroEL-like apical domain superfamily
988at3041	Complete	GL433862.1	199322	204069	+	405.7	410	https://www.orthodb.org/v10?query=988at3041	Spliceosome component, nuclear pre-mRNA splicing factor
992at3041	Complete	GL433838.1	325514	329697	+	661.6	375	https://www.orthodb.org/v10?query=992at3041	ATPase, AAA-type, conserved site
1005at3041	Complete	GL433852.1	468250	470339	+	268.1	232	https://www.orthodb.org/v10?query=1005at3041	Cysteinyl-tRNA synthetase
1027at3041	Missing
1029at3041	Complete	GL433844.1	4509	1051	-	601.2	354	https://www.orthodb.org/v10?query=1029at3041	Argininosuccinate synthase
1032at3041	Complete	GL433835.1	1023643	1031552	+	499.5	423	https://www.orthodb.org/v10?query=1032at3041	Pre-mRNA-splicing factor CDC5/CEF1
1047at3041	Complete	GL433856.1	176124	178315	+	521.2	326	https://www.orthodb.org/v10?query=1047at3041	WD40-repeat-containing domain
1056at3041	Fragmented	GL433839.1	1371553	1370611	-	143.0	92	https://www.orthodb.org/v10?query=1056at3041	6-phosphogluconate dehydrogenase, decarboxylating
1057at3041	Complete	GL433836.1	498852	493819	-	488.1	364	https://www.orthodb.org/v10?query=1057at3041	Amidophosphoribosyltransferase
1071at3041	Missing
1072at3041	Complete	GL433856.1	872942	869728	-	545.5	376	https://www.orthodb.org/v10?query=1072at3041	Eukaryotic translation initiation factor 3 subunit E
1080at3041	Complete	GL433838.1	1642606	1638531	-	699.9	480	https://www.orthodb.org/v10?query=1080at3041	membrane AAA-metalloprotease
1084at3041	Complete	GL433851.1	27435	31493	+	365.2	239	https://www.orthodb.org/v10?query=1084at3041	Glycogen synthase kinase 3
1089at3041	Fragmented	GL433846.1	800038	797583	-	511.3	282	https://www.orthodb.org/v10?query=1089at3041	Non-discriminatory gln-glu-trna synthetase
1090at3041	Missing
1093at3041	Missing
1094at3041	Complete	GL433838.1	1790453	1788584	-	427.6	263	https://www.orthodb.org/v10?query=1094at3041	Protein ROOT HAIR DEFECTIVE 3 homolog
1103at3041	Complete	GL433844.1	899779	902946	+	662.1	359	https://www.orthodb.org/v10?query=1103at3041	ATPase, AAA-type, conserved site
1108at3041	Complete	GL433835.1	648237	651214	+	635.0	321	https://www.orthodb.org/v10?query=1108at3041	Eukaryotic initiation factor
1116at3041	Missing
1128at3041	Complete	GL433864.1	4519	4	-	308.0	262	https://www.orthodb.org/v10?query=1128at3041	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type
1133at3041	Complete	GL433836.1	2110777	2103310	-	703.6	712	https://www.orthodb.org/v10?query=1133at3041	WD40-repeat-containing domain
1139at3041	Complete	GL433839.1	193635	189978	-	769.7	519	https://www.orthodb.org/v10?query=1139at3041	RNA helicase
1142at3041	Fragmented	GL433847.1	1059848	1055927	-	124.8	70	https://www.orthodb.org/v10?query=1142at3041	Pyridoxal phosphate-dependent transferase
1143at3041	Complete	GL433846.1	515354	512041	-	688.6	424	https://www.orthodb.org/v10?query=1143at3041	Prolyl-tRNA synthetase
1148at3041	Complete	GL433853.1	536325	532697	-	682.1	336	https://www.orthodb.org/v10?query=1148at3041	Eukaryotic initiation factor 4A-like protein
1149at3041	Missing
1170at3041	Complete	GL433835.1	584962	580619	-	598.6	393	https://www.orthodb.org/v10?query=1170at3041	Tubulin gamma chain
1176at3041	Missing
1183at3041	Complete	GL433848.1	1212198	1217112	+	564.3	478	https://www.orthodb.org/v10?query=1183at3041	Acyl-coenzyme A oxidase
1187at3041	Complete	GL433838.1	468610	462762	-	384.8	449	https://www.orthodb.org/v10?query=1187at3041	predicted protein
1194at3041	Complete	GL433842.1	1510426	1513958	+	771.2	399	https://www.orthodb.org/v10?query=1194at3041	Threonine synthase
1195at3041	Complete	GL433836.1	1424876	1419728	-	436.6	432	https://www.orthodb.org/v10?query=1195at3041	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase 1
1201at3041	Complete	GL433857.1	404809	409455	+	774.1	519	https://www.orthodb.org/v10?query=1201at3041	DNA topoisomerase 6 subunit B
1211at3041	Complete	GL433839.1	990229	992970	+	584.0	307	https://www.orthodb.org/v10?query=1211at3041	Cytoplasmic DExD/H-box RNA helicase
1229at3041	Complete	GL433839.1	1522746	1518310	-	520.5	400	https://www.orthodb.org/v10?query=1229at3041	WD40-repeat-containing domain
1233at3041	Complete	GL433848.1	889687	886860	-	576.2	364	https://www.orthodb.org/v10?query=1233at3041	Phosphoribosylaminoimidazole carboxylase, eukaryotic-type
1235at3041	Complete	GL433848.1	283264	288932	+	844.4	676	https://www.orthodb.org/v10?query=1235at3041	WD40-repeat-containing domain
1240at3041	Complete	GL433863.1	492256	487461	-	820.5	646	https://www.orthodb.org/v10?query=1240at3041	Ubiquitin carboxyl-terminal hydrolase
1242at3041	Complete	GL433860.1	352091	349055	-	467.7	329	https://www.orthodb.org/v10?query=1242at3041	Threonine-tRNA ligase
1247at3041	Complete	GL433856.1	296580	302187	+	842.0	620	https://www.orthodb.org/v10?query=1247at3041	Acyl-CoA dehydrogenase/oxidase, N-terminal
1248at3041	Complete	GL433848.1	94682	90973	-	680.8	397	https://www.orthodb.org/v10?query=1248at3041	Uridine 5'-monophosphate synthase
1256at3041	Complete	GL433841.1	1292972	1288475	-	392.9	287	https://www.orthodb.org/v10?query=1256at3041	O-acetyltransferase-related protein
1257at3041	Complete	GL433849.1	876386	865969	-	396.2	296	https://www.orthodb.org/v10?query=1257at3041	Eukaryotic translation initiation factor 3 subunit B
1265at3041	Complete	GL433863.1	473592	478405	+	762.1	772	https://www.orthodb.org/v10?query=1265at3041	DNA topoisomerase, type IIA, subunit A/C-terminal
1267at3041	Complete	GL433859.1	344009	334290	-	558.4	586	https://www.orthodb.org/v10?query=1267at3041	UDP-glucose
1271at3041	Complete	GL433838.1	1848536	1853115	+	246.7	228	https://www.orthodb.org/v10?query=1271at3041	GTP binding protein
1278at3041	Fragmented	GL433847.1	275620	280540	+	362.7	267	https://www.orthodb.org/v10?query=1278at3041	Pyridoxal phosphate-dependent transferase
1280at3041	Complete	GL433844.1	252005	264845	+	444.1	374	https://www.orthodb.org/v10?query=1280at3041	cwc22 pre-mRNA splicing factor
1282at3041	Complete	GL433855.1	610114	606560	-	503.9	295	https://www.orthodb.org/v10?query=1282at3041	Mitogen-activated protein kinase
1301at3041	Complete	GL433835.1	2306707	2300953	-	531.0	473	https://www.orthodb.org/v10?query=1301at3041	pre-mRNA-splicing ATP-dependent RNA helicase
1303at3041	Complete	GL433840.1	1109193	1113125	+	542.0	381	https://www.orthodb.org/v10?query=1303at3041	4-alpha-glucanotransferase
1304at3041	Complete	GL433844.1	775860	780452	+	585.6	455	https://www.orthodb.org/v10?query=1304at3041	Aspartyl-tRNA synthetase
1305at3041	Complete	GL433870.1	51549	57124	+	556.4	491	https://www.orthodb.org/v10?query=1305at3041	component of oligomeric golgi complex 6
1316at3041	Complete	GL433848.1	464840	467476	+	332.2	274	https://www.orthodb.org/v10?query=1316at3041	Component of oligomeric golgi complex 8
1320at3041	Complete	GL433855.1	831458	790352	-	585.2	366	https://www.orthodb.org/v10?query=1320at3041	Glutamate--cysteine ligase
1327at3041	Complete	GL433841.1	1215225	1217553	+	166.8	171	https://www.orthodb.org/v10?query=1327at3041	protein of endonuclease / exonuclease / phosphatase family
1341at3041	Complete	GL433841.1	1502914	1495718	-	475.4	303	https://www.orthodb.org/v10?query=1341at3041	Signal recognition particle receptor subunit alpha
1343at3041	Complete	GL433868.1	315090	310563	-	392.6	343	https://www.orthodb.org/v10?query=1343at3041	Protein kinase
1348at3041	Complete	GL433857.1	267461	265002	-	708.4	405	https://www.orthodb.org/v10?query=1348at3041	Argininosuccinate lyase
1350at3041	Complete	GL433837.1	1359712	1364947	+	939.2	668	https://www.orthodb.org/v10?query=1350at3041	Methylthioribose-1-phosphate isomerase
1364at3041	Complete	GL433842.1	832500	835618	+	522.7	357	https://www.orthodb.org/v10?query=1364at3041	Tyrosine--tRNA ligase
1366at3041	Complete	GL433837.1	801154	796984	-	314.9	341	https://www.orthodb.org/v10?query=1366at3041	Cell division cycle protein 45
1379at3041	Complete	GL433845.1	299822	302589	+	495.6	335	https://www.orthodb.org/v10?query=1379at3041	ATPase, AAA-type, conserved site
1385at3041	Complete	GL433858.1	174866	178206	+	555.5	426	https://www.orthodb.org/v10?query=1385at3041	Pre-mRNA-processing factor SLU7
1391at3041	Complete	GL433845.1	1388666	1394209	+	728.3	505	https://www.orthodb.org/v10?query=1391at3041	Creatinase, N-terminal
1410at3041	Missing
1418at3041	Complete	GL433842.1	1325915	1321991	-	652.1	465	https://www.orthodb.org/v10?query=1418at3041	UDP-N-acetylglucosamine-pyrophosphorylase
1422at3041	Complete	GL433837.1	1158337	1162123	+	561.2	411	https://www.orthodb.org/v10?query=1422at3041	Quinolinate synthetase A
1428at3041	Complete	GL433858.1	142146	145053	+	541.9	360	https://www.orthodb.org/v10?query=1428at3041	Cytochrome P450
1434at3041	Missing
1445at3041	Complete	GL433840.1	1233620	1242279	+	878.9	877	https://www.orthodb.org/v10?query=1445at3041	Condensin complex subunit 1
1459at3041	Complete	GL433843.1	253660	257447	+	403.8	299	https://www.orthodb.org/v10?query=1459at3041	Lysine--tRNA ligase
